"Notes"	"Occurrence State"	"Occurrence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"Apr., 2022"	"2022/04"	19	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"May, 2022"	"2022/05"	28	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jun., 2022"	"2022/06"	16	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jul., 2022"	"2022/07"	15	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2022"	"2022/08"	18	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2022"	"2022/09"	12	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2022"	"2022/10"	19	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2022"	"2022/11"	16	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2022"	"2022/12"	34	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jan., 2023 (provisional)"	"2023/01"	32	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Feb., 2023 (provisional)"	"2023/02"	13	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Mar., 2023 (provisional)"	"2023/03"	11	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Apr., 2023 (provisional)"	"2023/04"	11	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"May, 2023 (provisional)"	"2023/05"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jun., 2023 (provisional)"	"2023/06"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2023 (provisional)"	"2023/08"	13	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2023 (provisional)"	"2023/09"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2023 (provisional)"	"2023/10"	14	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2023 (provisional)"	"2023/11"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2023 (provisional)"	"2023/12"	17	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2020"	"2020/04"	224	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2020"	"2020/05"	278	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2020"	"2020/06"	259	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2020"	"2020/07"	956	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2020"	"2020/08"	902	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2020"	"2020/09"	523	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2020"	"2020/10"	455	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2020"	"2020/11"	480	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2020"	"2020/12"	1066	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021"	"2021/01"	1975	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2021"	"2021/02"	986	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2021"	"2021/03"	425	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2021"	"2021/04"	296	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2021"	"2021/05"	186	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2021"	"2021/06"	86	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2021"	"2021/07"	127	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2021"	"2021/08"	1071	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2021"	"2021/09"	1911	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2021"	"2021/10"	950	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2021"	"2021/11"	370	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2021"	"2021/12"	419	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2022"	"2022/01"	1227	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2022"	"2022/02"	963	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2022"	"2022/03"	200	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2022"	"2022/04"	45	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2022"	"2022/05"	65	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2022"	"2022/06"	82	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2022"	"2022/07"	163	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2022"	"2022/08"	201	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2022"	"2022/09"	118	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2022"	"2022/10"	99	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2022"	"2022/11"	65	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2022"	"2022/12"	163	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2023 (provisional)"	"2023/01"	249	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2023 (provisional)"	"2023/02"	97	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2023 (provisional)"	"2023/03"	69	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2023 (provisional)"	"2023/04"	41	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2023 (provisional)"	"2023/05"	37	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2023 (provisional)"	"2023/06"	26	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2023 (provisional)"	"2023/07"	35	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2023 (provisional)"	"2023/08"	55	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2023 (provisional)"	"2023/09"	101	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2023 (provisional)"	"2023/10"	72	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2023 (provisional)"	"2023/11"	65	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2023 (provisional)"	"2023/12"	80	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2020"	"2020/04"	21	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2020"	"2020/05"	44	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2020"	"2020/06"	40	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2020"	"2020/07"	44	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2020"	"2020/08"	46	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2020"	"2020/09"	101	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2020"	"2020/10"	242	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2020"	"2020/11"	661	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2020"	"2020/12"	388	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2021"	"2021/01"	160	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2021"	"2021/02"	52	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2021"	"2021/03"	32	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2021"	"2021/04"	34	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2021"	"2021/05"	22	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2021"	"2021/06"	11	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2021"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2021"	"2021/08"	33	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2021"	"2021/09"	110	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2021"	"2021/10"	110	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2021"	"2021/11"	129	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2021"	"2021/12"	161	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2022"	"2022/01"	167	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2022"	"2022/02"	103	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2022"	"2022/03"	32	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2022"	"2022/04"	15	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2022"	"2022/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2022"	"2022/06"	10	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2022"	"2022/07"	21	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2022"	"2022/08"	27	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2022"	"2022/09"	25	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2022"	"2022/10"	19	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2022"	"2022/11"	20	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2022"	"2022/12"	24	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2023 (provisional)"	"2023/01"	12	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2023 (provisional)"	"2023/02"	23	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2023 (provisional)"	"2023/03"	16	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2023 (provisional)"	"2023/04"	13	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2023 (provisional)"	"2023/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2023 (provisional)"	"2023/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2023 (provisional)"	"2023/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2023 (provisional)"	"2023/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2023 (provisional)"	"2023/09"	12	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2023 (provisional)"	"2023/10"	16	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2023 (provisional)"	"2023/11"	17	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2023 (provisional)"	"2023/12"	25	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2020"	"2020/03"	35	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2020"	"2020/04"	181	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2020"	"2020/05"	188	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2020"	"2020/06"	205	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2020"	"2020/07"	536	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2020"	"2020/08"	680	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2020"	"2020/09"	648	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2020"	"2020/10"	873	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2020"	"2020/11"	1437	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2020"	"2020/12"	2495	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2021"	"2021/01"	2632	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2021"	"2021/02"	862	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2021"	"2021/03"	492	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2021"	"2021/04"	433	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2021"	"2021/05"	392	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2021"	"2021/06"	164	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2021"	"2021/07"	244	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2021"	"2021/08"	1589	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2021"	"2021/09"	2887	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2021"	"2021/10"	1449	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2021"	"2021/11"	623	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2021"	"2021/12"	847	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2022"	"2022/01"	1905	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2022"	"2022/02"	1571	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2022"	"2022/03"	445	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2022"	"2022/04"	97	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2022"	"2022/05"	94	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2022"	"2022/06"	150	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2022"	"2022/07"	280	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2022"	"2022/08"	331	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2022"	"2022/09"	240	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2022"	"2022/10"	182	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2022"	"2022/11"	187	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2022"	"2022/12"	223	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2023 (provisional)"	"2023/01"	304	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2023 (provisional)"	"2023/02"	183	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2023 (provisional)"	"2023/03"	145	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2023 (provisional)"	"2023/04"	91	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2023 (provisional)"	"2023/05"	60	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2023 (provisional)"	"2023/06"	39	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2023 (provisional)"	"2023/07"	41	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2023 (provisional)"	"2023/08"	97	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2023 (provisional)"	"2023/09"	143	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2023 (provisional)"	"2023/10"	86	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2023 (provisional)"	"2023/11"	105	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2023 (provisional)"	"2023/12"	178	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2020"	"2020/03"	94	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2020"	"2020/04"	872	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2020"	"2020/05"	902	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2020"	"2020/06"	1337	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2020"	"2020/07"	6592	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2020"	"2020/08"	4831	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2020"	"2020/09"	2120	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2020"	"2020/10"	2597	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2020"	"2020/11"	4852	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2020"	"2020/12"	7099	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2021"	"2021/01"	10029	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2021"	"2021/02"	5325	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2021"	"2021/03"	2380	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2021"	"2021/04"	1262	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2021"	"2021/05"	1043	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2021"	"2021/06"	639	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2021"	"2021/07"	1188	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2021"	"2021/08"	6916	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2021"	"2021/09"	8391	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2021"	"2021/10"	4160	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2021"	"2021/11"	1756	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2021"	"2021/12"	2048	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2022"	"2022/01"	5696	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2022"	"2022/02"	4132	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2022"	"2022/03"	1004	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2022"	"2022/04"	265	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2022"	"2022/05"	190	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2022"	"2022/06"	357	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2022"	"2022/07"	788	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2022"	"2022/08"	803	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2022"	"2022/09"	506	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2022"	"2022/10"	296	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2022"	"2022/11"	266	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2022"	"2022/12"	614	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2023 (provisional)"	"2023/01"	799	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2023 (provisional)"	"2023/02"	426	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2023 (provisional)"	"2023/03"	300	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2023 (provisional)"	"2023/04"	212	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2023 (provisional)"	"2023/05"	141	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2023 (provisional)"	"2023/06"	93	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2023 (provisional)"	"2023/07"	84	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2023 (provisional)"	"2023/08"	211	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2023 (provisional)"	"2023/09"	295	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2023 (provisional)"	"2023/10"	202	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2023 (provisional)"	"2023/11"	241	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2023 (provisional)"	"2023/12"	285	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2020"	"2020/04"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2020"	"2020/05"	66	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2020"	"2020/06"	61	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2020"	"2020/07"	126	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2020"	"2020/08"	77	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2020"	"2020/09"	60	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2020"	"2020/10"	165	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2020"	"2020/11"	374	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2020"	"2020/12"	458	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2021"	"2021/01"	384	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2021"	"2021/02"	140	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2021"	"2021/03"	83	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2021"	"2021/04"	53	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2021"	"2021/05"	55	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2021"	"2021/06"	62	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2021"	"2021/07"	111	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2021"	"2021/08"	232	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2021"	"2021/09"	321	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2021"	"2021/10"	359	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2021"	"2021/11"	340	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2021"	"2021/12"	268	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2022"	"2022/01"	346	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2022"	"2022/02"	238	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2022"	"2022/03"	73	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2022"	"2022/04"	13	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2022"	"2022/05"	17	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2022"	"2022/06"	39	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2022"	"2022/07"	65	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2022"	"2022/08"	40	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2022"	"2022/09"	32	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2022"	"2022/10"	37	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2022"	"2022/11"	46	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2022"	"2022/12"	69	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2023 (provisional)"	"2023/01"	37	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2023 (provisional)"	"2023/02"	16	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2023 (provisional)"	"2023/03"	32	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2023 (provisional)"	"2023/04"	19	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2023 (provisional)"	"2023/05"	12	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2023 (provisional)"	"2023/06"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2023 (provisional)"	"2023/07"	10	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2023 (provisional)"	"2023/08"	15	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2023 (provisional)"	"2023/09"	18	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2023 (provisional)"	"2023/10"	30	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2023 (provisional)"	"2023/11"	34	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2023 (provisional)"	"2023/12"	30	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Mar., 2020"	"2020/03"	16	Not Applicable	Not Applicable
	"Vermont"	"50"	"Apr., 2020"	"2020/04"	36	Not Applicable	Not Applicable
	"Vermont"	"50"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jun., 2020"	"2020/06"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jul., 2020"	"2020/07"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Aug., 2020"	"2020/08"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Sep., 2020"	"2020/09"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Oct., 2020"	"2020/10"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Nov., 2020"	"2020/11"	13	Not Applicable	Not Applicable
	"Vermont"	"50"	"Dec., 2020"	"2020/12"	59	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jan., 2021"	"2021/01"	23	Not Applicable	Not Applicable
	"Vermont"	"50"	"Feb., 2021"	"2021/02"	18	Not Applicable	Not Applicable
	"Vermont"	"50"	"Mar., 2021"	"2021/03"	20	Not Applicable	Not Applicable
	"Vermont"	"50"	"Apr., 2021"	"2021/04"	10	Not Applicable	Not Applicable
	"Vermont"	"50"	"May, 2021"	"2021/05"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jun., 2021"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jul., 2021"	"2021/07"	0	Not Applicable	Not Applicable
	"Vermont"	"50"	"Aug., 2021"	"2021/08"	13	Not Applicable	Not Applicable
	"Vermont"	"50"	"Sep., 2021"	"2021/09"	35	Not Applicable	Not Applicable
	"Vermont"	"50"	"Oct., 2021"	"2021/10"	35	Not Applicable	Not Applicable
	"Vermont"	"50"	"Nov., 2021"	"2021/11"	34	Not Applicable	Not Applicable
	"Vermont"	"50"	"Dec., 2021"	"2021/12"	58	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jan., 2022"	"2022/01"	54	Not Applicable	Not Applicable
	"Vermont"	"50"	"Feb., 2022"	"2022/02"	35	Not Applicable	Not Applicable
	"Vermont"	"50"	"Mar., 2022"	"2022/03"	12	Not Applicable	Not Applicable
	"Vermont"	"50"	"Apr., 2022"	"2022/04"	11	Not Applicable	Not Applicable
	"Vermont"	"50"	"May, 2022"	"2022/05"	23	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jun., 2022"	"2022/06"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jul., 2022"	"2022/07"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Aug., 2022"	"2022/08"	14	Not Applicable	Not Applicable
	"Vermont"	"50"	"Sep., 2022"	"2022/09"	12	Not Applicable	Not Applicable
	"Vermont"	"50"	"Oct., 2022"	"2022/10"	20	Not Applicable	Not Applicable
	"Vermont"	"50"	"Nov., 2022"	"2022/11"	20	Not Applicable	Not Applicable
