"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Utah"	"49"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"65-74 years"	"65-74"	348	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"75-84 years"	"75-84"	473	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Aug., 2020"	"2020/08"	"85+ years"	"85+"	515	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"35-44 years"	"35-44"	73	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"45-54 years"	"45-54"	109	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"55-64 years"	"55-64"	186	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"65-74 years"	"65-74"	315	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"75-84 years"	"75-84"	402	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Sep., 2020"	"2020/09"	"85+ years"	"85+"	514	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"35-44 years"	"35-44"	67	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"45-54 years"	"45-54"	98	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"55-64 years"	"55-64"	232	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"65-74 years"	"65-74"	361	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"75-84 years"	"75-84"	491	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Oct., 2020"	"2020/10"	"85+ years"	"85+"	562	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"35-44 years"	"35-44"	88	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"45-54 years"	"45-54"	104	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"55-64 years"	"55-64"	218	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"65-74 years"	"65-74"	372	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"75-84 years"	"75-84"	529	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Nov., 2020"	"2020/11"	"85+ years"	"85+"	690	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"35-44 years"	"35-44"	74	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"45-54 years"	"45-54"	120	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"55-64 years"	"55-64"	249	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"65-74 years"	"65-74"	456	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"75-84 years"	"75-84"	609	Not Applicable	Not Applicable
	"Utah"	"49"	"2020"	"2020"	"Dec., 2020"	"2020/12"	"85+ years"	"85+"	702	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"35-44 years"	"35-44"	95	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"45-54 years"	"45-54"	139	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"55-64 years"	"55-64"	235	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"65-74 years"	"65-74"	421	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"75-84 years"	"75-84"	562	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jan., 2021"	"2021/01"	"85+ years"	"85+"	646	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"35-44 years"	"35-44"	67	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"45-54 years"	"45-54"	95	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"55-64 years"	"55-64"	197	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"65-74 years"	"65-74"	319	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"75-84 years"	"75-84"	427	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Feb., 2021"	"2021/02"	"85+ years"	"85+"	523	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"35-44 years"	"35-44"	80	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"45-54 years"	"45-54"	100	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"55-64 years"	"55-64"	210	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"65-74 years"	"65-74"	303	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"75-84 years"	"75-84"	462	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Mar., 2021"	"2021/03"	"85+ years"	"85+"	519	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"35-44 years"	"35-44"	77	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"45-54 years"	"45-54"	108	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"55-64 years"	"55-64"	210	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"65-74 years"	"65-74"	334	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"75-84 years"	"75-84"	401	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Apr., 2021"	"2021/04"	"85+ years"	"85+"	450	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	"35-44 years"	"35-44"	79	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	"45-54 years"	"45-54"	118	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	"55-64 years"	"55-64"	211	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	"65-74 years"	"65-74"	340	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	"75-84 years"	"75-84"	429	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"May, 2021"	"2021/05"	"85+ years"	"85+"	478	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	"35-44 years"	"35-44"	72	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	"45-54 years"	"45-54"	130	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	"55-64 years"	"55-64"	227	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	"65-74 years"	"65-74"	323	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	"75-84 years"	"75-84"	391	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jun., 2021"	"2021/06"	"85+ years"	"85+"	466	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	"35-44 years"	"35-44"	93	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	"45-54 years"	"45-54"	138	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	"55-64 years"	"55-64"	233	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	"65-74 years"	"65-74"	331	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	"75-84 years"	"75-84"	454	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Jul., 2021"	"2021/07"	"85+ years"	"85+"	535	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	"35-44 years"	"35-44"	103	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	"45-54 years"	"45-54"	132	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	"55-64 years"	"55-64"	258	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	"65-74 years"	"65-74"	377	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	"75-84 years"	"75-84"	505	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Aug., 2021"	"2021/08"	"85+ years"	"85+"	520	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	"35-44 years"	"35-44"	104	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	"45-54 years"	"45-54"	145	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	"55-64 years"	"55-64"	266	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	"65-74 years"	"65-74"	431	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	"75-84 years"	"75-84"	471	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Sep., 2021"	"2021/09"	"85+ years"	"85+"	565	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	"35-44 years"	"35-44"	112	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	"45-54 years"	"45-54"	132	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	"55-64 years"	"55-64"	300	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	"65-74 years"	"65-74"	457	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	"75-84 years"	"75-84"	504	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Oct., 2021"	"2021/10"	"85+ years"	"85+"	611	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	"35-44 years"	"35-44"	91	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	"45-54 years"	"45-54"	134	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	"55-64 years"	"55-64"	273	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	"65-74 years"	"65-74"	421	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	"75-84 years"	"75-84"	522	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Nov., 2021"	"2021/11"	"85+ years"	"85+"	557	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	"35-44 years"	"35-44"	83	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	"45-54 years"	"45-54"	137	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	"55-64 years"	"55-64"	264	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	"65-74 years"	"65-74"	418	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	"75-84 years"	"75-84"	557	Not Applicable	Not Applicable
	"Utah"	"49"	"2021"	"2021"	"Dec., 2021"	"2021/12"	"85+ years"	"85+"	611	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jan., 2022"	"2022/01"	"35-44 years"	"35-44"	90	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jan., 2022"	"2022/01"	"45-54 years"	"45-54"	133	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jan., 2022"	"2022/01"	"55-64 years"	"55-64"	271	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jan., 2022"	"2022/01"	"65-74 years"	"65-74"	427	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jan., 2022"	"2022/01"	"75-84 years"	"75-84"	626	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jan., 2022"	"2022/01"	"85+ years"	"85+"	682	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Feb., 2022"	"2022/02"	"35-44 years"	"35-44"	70	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Feb., 2022"	"2022/02"	"45-54 years"	"45-54"	99	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Feb., 2022"	"2022/02"	"55-64 years"	"55-64"	208	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Feb., 2022"	"2022/02"	"65-74 years"	"65-74"	374	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Feb., 2022"	"2022/02"	"75-84 years"	"75-84"	504	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Feb., 2022"	"2022/02"	"85+ years"	"85+"	565	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Mar., 2022"	"2022/03"	"35-44 years"	"35-44"	88	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Mar., 2022"	"2022/03"	"45-54 years"	"45-54"	109	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Mar., 2022"	"2022/03"	"55-64 years"	"55-64"	217	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Mar., 2022"	"2022/03"	"65-74 years"	"65-74"	363	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Mar., 2022"	"2022/03"	"75-84 years"	"75-84"	469	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Mar., 2022"	"2022/03"	"85+ years"	"85+"	561	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Apr., 2022"	"2022/04"	"35-44 years"	"35-44"	89	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Apr., 2022"	"2022/04"	"45-54 years"	"45-54"	108	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Apr., 2022"	"2022/04"	"55-64 years"	"55-64"	168	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Apr., 2022"	"2022/04"	"65-74 years"	"65-74"	322	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Apr., 2022"	"2022/04"	"75-84 years"	"75-84"	461	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Apr., 2022"	"2022/04"	"85+ years"	"85+"	516	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"May, 2022"	"2022/05"	"35-44 years"	"35-44"	66	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"May, 2022"	"2022/05"	"45-54 years"	"45-54"	102	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"May, 2022"	"2022/05"	"55-64 years"	"55-64"	160	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"May, 2022"	"2022/05"	"65-74 years"	"65-74"	336	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"May, 2022"	"2022/05"	"75-84 years"	"75-84"	490	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"May, 2022"	"2022/05"	"85+ years"	"85+"	528	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jun., 2022"	"2022/06"	"35-44 years"	"35-44"	80	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jun., 2022"	"2022/06"	"45-54 years"	"45-54"	91	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jun., 2022"	"2022/06"	"55-64 years"	"55-64"	193	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jun., 2022"	"2022/06"	"65-74 years"	"65-74"	343	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jun., 2022"	"2022/06"	"75-84 years"	"75-84"	493	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jun., 2022"	"2022/06"	"85+ years"	"85+"	556	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jul., 2022"	"2022/07"	"35-44 years"	"35-44"	70	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jul., 2022"	"2022/07"	"45-54 years"	"45-54"	110	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jul., 2022"	"2022/07"	"55-64 years"	"55-64"	192	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jul., 2022"	"2022/07"	"65-74 years"	"65-74"	326	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jul., 2022"	"2022/07"	"75-84 years"	"75-84"	489	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Jul., 2022"	"2022/07"	"85+ years"	"85+"	529	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Aug., 2022"	"2022/08"	"35-44 years"	"35-44"	90	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Aug., 2022"	"2022/08"	"45-54 years"	"45-54"	105	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Aug., 2022"	"2022/08"	"55-64 years"	"55-64"	161	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Aug., 2022"	"2022/08"	"65-74 years"	"65-74"	360	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Aug., 2022"	"2022/08"	"75-84 years"	"75-84"	439	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Aug., 2022"	"2022/08"	"85+ years"	"85+"	487	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Sep., 2022"	"2022/09"	"35-44 years"	"35-44"	71	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Sep., 2022"	"2022/09"	"45-54 years"	"45-54"	100	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Sep., 2022"	"2022/09"	"55-64 years"	"55-64"	193	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Sep., 2022"	"2022/09"	"65-74 years"	"65-74"	326	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Sep., 2022"	"2022/09"	"75-84 years"	"75-84"	475	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Sep., 2022"	"2022/09"	"85+ years"	"85+"	492	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"35-44 years"	"35-44"	61	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"45-54 years"	"45-54"	95	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"55-64 years"	"55-64"	185	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"65-74 years"	"65-74"	314	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"75-84 years"	"75-84"	500	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Oct., 2022"	"2022/10"	"85+ years"	"85+"	533	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"35-44 years"	"35-44"	88	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"45-54 years"	"45-54"	110	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"55-64 years"	"55-64"	174	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"65-74 years"	"65-74"	326	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"75-84 years"	"75-84"	487	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Nov., 2022"	"2022/11"	"85+ years"	"85+"	543	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"35-44 years"	"35-44"	76	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"45-54 years"	"45-54"	113	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"55-64 years"	"55-64"	222	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"65-74 years"	"65-74"	412	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"75-84 years"	"75-84"	540	Not Applicable	Not Applicable
	"Utah"	"49"	"2022"	"2022"	"Dec., 2022"	"2022/12"	"85+ years"	"85+"	608	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"35-44 years"	"35-44"	78	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"45-54 years"	"45-54"	113	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"55-64 years"	"55-64"	227	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"65-74 years"	"65-74"	383	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"75-84 years"	"75-84"	576	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	"85+ years"	"85+"	560	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"35-44 years"	"35-44"	83	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"45-54 years"	"45-54"	105	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"55-64 years"	"55-64"	154	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"65-74 years"	"65-74"	328	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"75-84 years"	"75-84"	427	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	"85+ years"	"85+"	460	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"35-44 years"	"35-44"	83	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"45-54 years"	"45-54"	96	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"55-64 years"	"55-64"	190	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"65-74 years"	"65-74"	339	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"75-84 years"	"75-84"	499	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	"85+ years"	"85+"	535	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"35-44 years"	"35-44"	76	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"45-54 years"	"45-54"	111	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"55-64 years"	"55-64"	192	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"65-74 years"	"65-74"	313	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"75-84 years"	"75-84"	439	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	"85+ years"	"85+"	552	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"35-44 years"	"35-44"	69	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"45-54 years"	"45-54"	106	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"55-64 years"	"55-64"	208	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"65-74 years"	"65-74"	321	Not Applicable	Not Applicable
	"Utah"	"49"	"2023 (provisional)"	"2023"	"May, 2023 (provisional)"	"2023/05"	"75-84 years"	"75-84"	467	Not Applicable	Not Applicable
