"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1061	12784227	8.3
	"Pennsylvania"	"42"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	2648	12784227	20.7
	"Pennsylvania"	"42"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	12940	12784227	101.2
	"Pennsylvania"	"42"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	63	12784227	0.5
	"Pennsylvania"	"42"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	602	12784227	4.7
	"Pennsylvania"	"42"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	521	12784227	4.1
	"Pennsylvania"	"42"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	21125	12784227	165.2
	"Pennsylvania"	"42"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	13509	12784227	105.7
	"Pennsylvania"	"42"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	12784227	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	14172	12784227	110.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	11064	12805537	86.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Neoplasms"	"C00-D48"	32232	12805537	251.7
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	4021	12805537	31.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	19349	12805537	151.1
	"Pennsylvania"	"42"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	29736	12805537	232.2
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	13457	12805537	105.1
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	113	12805537	0.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	34	12805537	0.3
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	69965	12805537	546.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	33128	12805537	258.7
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	9590	12805537	74.9
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1100	12805537	8.6
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	2698	12805537	21.1
	"Pennsylvania"	"42"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	12734	12805537	99.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	86	12805537	0.7
	"Pennsylvania"	"42"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	587	12805537	4.6
	"Pennsylvania"	"42"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	558	12805537	4.4
	"Pennsylvania"	"42"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	21796	12805537	170.2
	"Pennsylvania"	"42"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	14814	12805537	115.7
	"Pennsylvania"	"42"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	12805537	Unreliable
	"Pennsylvania"	"42"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	15579	12805537	121.7
	"Pennsylvania"	"42"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	10934	12807060	85.4
	"Pennsylvania"	"42"	"2018"	"2018"	"Neoplasms"	"C00-D48"	31981	12807060	249.7
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	4042	12807060	31.6
	"Pennsylvania"	"42"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	19919	12807060	155.5
	"Pennsylvania"	"42"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	29720	12807060	232.1
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	13278	12807060	103.7
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	128	12807060	1.0
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	40	12807060	0.3
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	70570	12807060	551.0
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	32587	12807060	254.4
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	9584	12807060	74.8
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1085	12807060	8.5
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	2610	12807060	20.4
	"Pennsylvania"	"42"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	13032	12807060	101.8
	"Pennsylvania"	"42"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	62	12807060	0.5
	"Pennsylvania"	"42"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	541	12807060	4.2
	"Pennsylvania"	"42"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	589	12807060	4.6
	"Pennsylvania"	"42"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	22106	12807060	172.6
	"Pennsylvania"	"42"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	13756	12807060	107.4
	"Pennsylvania"	"42"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	12807060	Unreliable
	"Pennsylvania"	"42"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	14695	12807060	114.7
	"Pennsylvania"	"42"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	10793	12801989	84.3
	"Pennsylvania"	"42"	"2019"	"2019"	"Neoplasms"	"C00-D48"	31728	12801989	247.8
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	4037	12801989	31.5
	"Pennsylvania"	"42"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	20692	12801989	161.6
	"Pennsylvania"	"42"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	29665	12801989	231.7
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	13901	12801989	108.6
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	132	12801989	1.0
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	39	12801989	0.3
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	70529	12801989	550.9
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	32278	12801989	252.1
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	9956	12801989	77.8
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	1102	12801989	8.6
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	2576	12801989	20.1
	"Pennsylvania"	"42"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	13150	12801989	102.7
	"Pennsylvania"	"42"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	76	12801989	0.6
	"Pennsylvania"	"42"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	533	12801989	4.2
	"Pennsylvania"	"42"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	540	12801989	4.2
	"Pennsylvania"	"42"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	22321	12801989	174.4
	"Pennsylvania"	"42"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	13563	12801989	105.9
	"Pennsylvania"	"42"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	Suppressed	12801989	Suppressed
	"Pennsylvania"	"42"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	14885	12801989	116.3
	"Rhode Island"	"44"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	927	1056298	87.8
	"Rhode Island"	"44"	"2015"	"2015"	"Neoplasms"	"C00-D48"	2602	1056298	246.3
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	433	1056298	41.0
	"Rhode Island"	"44"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1875	1056298	177.5
	"Rhode Island"	"44"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	3144	1056298	297.6
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	1171	1056298	110.9
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	12	1056298	Unreliable
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1056298	Suppressed
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	5940	1056298	562.3
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	2854	1056298	270.2
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	926	1056298	87.7
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	78	1056298	7.4
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	299	1056298	28.3
	"Rhode Island"	"44"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	1015	1056298	96.1
	"Rhode Island"	"44"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1056298	Suppressed
	"Rhode Island"	"44"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	49	1056298	4.6
	"Rhode Island"	"44"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	63	1056298	6.0
	"Rhode Island"	"44"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1827	1056298	173.0
	"Rhode Island"	"44"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1003	1056298	95.0
	"Rhode Island"	"44"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	1056298	Unreliable
	"Rhode Island"	"44"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1054	1056298	99.8
	"Rhode Island"	"44"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	826	1056426	78.2
	"Rhode Island"	"44"	"2016"	"2016"	"Neoplasms"	"C00-D48"	2564	1056426	242.7
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	399	1056426	37.8
	"Rhode Island"	"44"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1851	1056426	175.2
	"Rhode Island"	"44"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	2959	1056426	280.1
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	1177	1056426	111.4
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	14	1056426	Unreliable
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1056426	Suppressed
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	5609	1056426	530.9
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	2601	1056426	246.2
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	958	1056426	90.7
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	79	1056426	7.5
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	258	1056426	24.4
	"Rhode Island"	"44"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	975	1056426	92.3
	"Rhode Island"	"44"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1056426	Suppressed
	"Rhode Island"	"44"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	46	1056426	4.4
	"Rhode Island"	"44"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	52	1056426	4.9
	"Rhode Island"	"44"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1752	1056426	165.8
	"Rhode Island"	"44"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1043	1056426	98.7
	"Rhode Island"	"44"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	1056426	Unreliable
	"Rhode Island"	"44"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1098	1056426	103.9
	"Rhode Island"	"44"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	850	1059639	80.2
	"Rhode Island"	"44"	"2017"	"2017"	"Neoplasms"	"C00-D48"	2534	1059639	239.1
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	386	1059639	36.4
	"Rhode Island"	"44"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1844	1059639	174.0
	"Rhode Island"	"44"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	3162	1059639	298.4
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	1227	1059639	115.8
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H59"	18	1059639	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1059639	Suppressed
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	5971	1059639	563.5
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	2811	1059639	265.3
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	941	1059639	88.8
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	76	1059639	7.2
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	300	1059639	28.3
	"Rhode Island"	"44"	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N99"	1060	1059639	100.0
	"Rhode Island"	"44"	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	0	1059639	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	52	1059639	4.9
	"Rhode Island"	"44"	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	54	1059639	5.1
	"Rhode Island"	"44"	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1819	1059639	171.7
	"Rhode Island"	"44"	"2017"	"2017"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1114	1059639	105.1
	"Rhode Island"	"44"	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	0	1059639	Unreliable
	"Rhode Island"	"44"	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	1184	1059639	111.7
	"Rhode Island"	"44"	"2018"	"2018"	"Certain infectious and parasitic diseases"	"A00-B99"	921	1057315	87.1
	"Rhode Island"	"44"	"2018"	"2018"	"Neoplasms"	"C00-D48"	2589	1057315	244.9
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	384	1057315	36.3
	"Rhode Island"	"44"	"2018"	"2018"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1896	1057315	179.3
	"Rhode Island"	"44"	"2018"	"2018"	"Mental and behavioural disorders"	"F01-F99"	3138	1057315	296.8
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the nervous system"	"G00-G98"	1254	1057315	118.6
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the eye and adnexa"	"H00-H59"	22	1057315	2.1
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1057315	Suppressed
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the circulatory system"	"I00-I99"	5961	1057315	563.8
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the respiratory system"	"J00-J98"	2776	1057315	262.6
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the digestive system"	"K00-K92"	953	1057315	90.1
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	96	1057315	9.1
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	296	1057315	28.0
	"Rhode Island"	"44"	"2018"	"2018"	"Diseases of the genitourinary system"	"N00-N99"	1073	1057315	101.5
	"Rhode Island"	"44"	"2018"	"2018"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1057315	Suppressed
	"Rhode Island"	"44"	"2018"	"2018"	"Certain conditions originating in the perinatal period"	"P00-P96"	41	1057315	3.9
	"Rhode Island"	"44"	"2018"	"2018"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	53	1057315	5.0
	"Rhode Island"	"44"	"2018"	"2018"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1905	1057315	180.2
	"Rhode Island"	"44"	"2018"	"2018"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1052	1057315	99.5
	"Rhode Island"	"44"	"2018"	"2018"	"Codes for special purposes"	"U00-U99"	0	1057315	Unreliable
	"Rhode Island"	"44"	"2018"	"2018"	"External causes of morbidity and mortality"	"V01-Y89"	1122	1057315	106.1
	"Rhode Island"	"44"	"2019"	"2019"	"Certain infectious and parasitic diseases"	"A00-B99"	873	1059361	82.4
	"Rhode Island"	"44"	"2019"	"2019"	"Neoplasms"	"C00-D48"	2645	1059361	249.7
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	372	1059361	35.1
	"Rhode Island"	"44"	"2019"	"2019"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	1904	1059361	179.7
	"Rhode Island"	"44"	"2019"	"2019"	"Mental and behavioural disorders"	"F01-F99"	3142	1059361	296.6
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the nervous system"	"G00-G98"	1249	1059361	117.9
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the eye and adnexa"	"H00-H59"	16	1059361	Unreliable
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	1059361	Suppressed
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the circulatory system"	"I00-I99"	5864	1059361	553.5
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the respiratory system"	"J00-J98"	2653	1059361	250.4
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the digestive system"	"K00-K92"	898	1059361	84.8
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	75	1059361	7.1
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	293	1059361	27.7
	"Rhode Island"	"44"	"2019"	"2019"	"Diseases of the genitourinary system"	"N00-N99"	1062	1059361	100.2
	"Rhode Island"	"44"	"2019"	"2019"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	Suppressed	1059361	Suppressed
	"Rhode Island"	"44"	"2019"	"2019"	"Certain conditions originating in the perinatal period"	"P00-P96"	47	1059361	4.4
	"Rhode Island"	"44"	"2019"	"2019"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	58	1059361	5.5
	"Rhode Island"	"44"	"2019"	"2019"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1968	1059361	185.8
	"Rhode Island"	"44"	"2019"	"2019"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	1055	1059361	99.6
	"Rhode Island"	"44"	"2019"	"2019"	"Codes for special purposes"	"U00-U99"	0	1059361	Unreliable
	"Rhode Island"	"44"	"2019"	"2019"	"External causes of morbidity and mortality"	"V01-Y89"	1182	1059361	111.6
	"South Carolina"	"45"	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	4840	4896146	98.9
	"South Carolina"	"45"	"2015"	"2015"	"Neoplasms"	"C00-D48"	11165	4896146	228.0
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1666	4896146	34.0
	"South Carolina"	"45"	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	7608	4896146	155.4
	"South Carolina"	"45"	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	11114	4896146	227.0
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	5999	4896146	122.5
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H59"	46	4896146	0.9
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H95"	Suppressed	4896146	Suppressed
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	24804	4896146	506.6
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	13153	4896146	268.6
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	3828	4896146	78.2
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	527	4896146	10.8
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1004	4896146	20.5
	"South Carolina"	"45"	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N99"	5050	4896146	103.1
	"South Carolina"	"45"	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	35	4896146	0.7
	"South Carolina"	"45"	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	264	4896146	5.4
	"South Carolina"	"45"	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	220	4896146	4.5
	"South Carolina"	"45"	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	9518	4896146	194.4
	"South Carolina"	"45"	"2015"	"2015"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	4975	4896146	101.6
	"South Carolina"	"45"	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	0	4896146	Unreliable
	"South Carolina"	"45"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	5244	4896146	107.1
	"South Carolina"	"45"	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	5086	4961119	102.5
	"South Carolina"	"45"	"2016"	"2016"	"Neoplasms"	"C00-D48"	11669	4961119	235.2
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1760	4961119	35.5
	"South Carolina"	"45"	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	8237	4961119	166.0
	"South Carolina"	"45"	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	11018	4961119	222.1
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	6403	4961119	129.1
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H59"	69	4961119	1.4
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H95"	16	4961119	Unreliable
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	25613	4961119	516.3
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	13560	4961119	273.3
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	4116	4961119	83.0
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	519	4961119	10.5
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1034	4961119	20.8
	"South Carolina"	"45"	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N99"	5357	4961119	108.0
	"South Carolina"	"45"	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	41	4961119	0.8
	"South Carolina"	"45"	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	257	4961119	5.2
	"South Carolina"	"45"	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	245	4961119	4.9
	"South Carolina"	"45"	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	9823	4961119	198.0
	"South Carolina"	"45"	"2016"	"2016"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	5403	4961119	108.9
	"South Carolina"	"45"	"2016"	"2016"	"Codes for special purposes"	"U00-U99"	0	4961119	Unreliable
	"South Carolina"	"45"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	5673	4961119	114.3
	"South Carolina"	"45"	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	5134	5024369	102.2
	"South Carolina"	"45"	"2017"	"2017"	"Neoplasms"	"C00-D48"	11770	5024369	234.3
	"South Carolina"	"45"	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1961	5024369	39.0
	"South Carolina"	"45"	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	8999	5024369	179.1
	"South Carolina"	"45"	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	11288	5024369	224.7
