"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Projected Populations
	"70-74 years"	"70-74"	"Nevada"	"32"	"2022"	"2022"	"Female"	"F"	82323
	"70-74 years"	"70-74"	"Nevada"	"32"	"2022"	"2022"	"Male"	"M"	73636
	"70-74 years"	"70-74"	"Nevada"	"32"	"2023"	"2023"	"Female"	"F"	84880
	"70-74 years"	"70-74"	"Nevada"	"32"	"2023"	"2023"	"Male"	"M"	76126
	"70-74 years"	"70-74"	"Nevada"	"32"	"2024"	"2024"	"Female"	"F"	88141
	"70-74 years"	"70-74"	"Nevada"	"32"	"2024"	"2024"	"Male"	"M"	79330
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	25118
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	21657
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	26502
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	23006
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	27650
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	23910
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	29070
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	25013
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	31676
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	27335
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	33864
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	29112
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	35892
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	30678
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2020"	"2020"	"Female"	"F"	37991
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2020"	"2020"	"Male"	"M"	32515
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2021"	"2021"	"Female"	"F"	39683
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2021"	"2021"	"Male"	"M"	33950
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2022"	"2022"	"Female"	"F"	40180
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2022"	"2022"	"Male"	"M"	34307
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2023"	"2023"	"Female"	"F"	40830
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2023"	"2023"	"Male"	"M"	34907
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2024"	"2024"	"Female"	"F"	41897
	"70-74 years"	"70-74"	"New Hampshire"	"33"	"2024"	"2024"	"Male"	"M"	35683
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2013"	"2013"	"Female"	"F"	171198
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2013"	"2013"	"Male"	"M"	133542
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	177521
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	137693
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	182192
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	140917
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	188805
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	145342
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	200125
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	154228
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	207002
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	159333
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	214117
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	164244
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	222628
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	170890
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	227633
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	175152
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2022"	"2022"	"Female"	"F"	226162
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2022"	"2022"	"Male"	"M"	174279
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2023"	"2023"	"Female"	"F"	227228
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2023"	"2023"	"Male"	"M"	175513
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2024"	"2024"	"Female"	"F"	230664
	"70-74 years"	"70-74"	"New Jersey"	"34"	"2024"	"2024"	"Male"	"M"	179705
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	39863
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	34012
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	41787
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	35793
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	43601
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	37525
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	45625
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	39516
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	49114
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	42819
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	52285
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	45696
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	55409
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	48668
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	58860
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	51867
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2021"	"2021"	"Female"	"F"	62095
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2021"	"2021"	"Male"	"M"	54476
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2022"	"2022"	"Female"	"F"	64003
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2022"	"2022"	"Male"	"M"	55630
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2023"	"2023"	"Female"	"F"	65955
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2023"	"2023"	"Male"	"M"	56877
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2024"	"2024"	"Female"	"F"	67943
	"70-74 years"	"70-74"	"New Mexico"	"35"	"2024"	"2024"	"Male"	"M"	58050
	"70-74 years"	"70-74"	"New York"	"36"	"2013"	"2013"	"Female"	"F"	360228
	"70-74 years"	"70-74"	"New York"	"36"	"2013"	"2013"	"Male"	"M"	276138
	"70-74 years"	"70-74"	"New York"	"36"	"2014"	"2014"	"Female"	"F"	369372
	"70-74 years"	"70-74"	"New York"	"36"	"2014"	"2014"	"Male"	"M"	282505
	"70-74 years"	"70-74"	"New York"	"36"	"2015"	"2015"	"Female"	"F"	376121
	"70-74 years"	"70-74"	"New York"	"36"	"2015"	"2015"	"Male"	"M"	287121
	"70-74 years"	"70-74"	"New York"	"36"	"2016"	"2016"	"Female"	"F"	386797
	"70-74 years"	"70-74"	"New York"	"36"	"2016"	"2016"	"Male"	"M"	295494
	"70-74 years"	"70-74"	"New York"	"36"	"2017"	"2017"	"Female"	"F"	408288
	"70-74 years"	"70-74"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	314039
	"70-74 years"	"70-74"	"New York"	"36"	"2018"	"2018"	"Female"	"F"	422458
	"70-74 years"	"70-74"	"New York"	"36"	"2018"	"2018"	"Male"	"M"	326743
	"70-74 years"	"70-74"	"New York"	"36"	"2019"	"2019"	"Female"	"F"	438220
	"70-74 years"	"70-74"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	340106
	"70-74 years"	"70-74"	"New York"	"36"	"2020"	"2020"	"Female"	"F"	456691
	"70-74 years"	"70-74"	"New York"	"36"	"2020"	"2020"	"Male"	"M"	356880
	"70-74 years"	"70-74"	"New York"	"36"	"2021"	"2021"	"Female"	"F"	468330
	"70-74 years"	"70-74"	"New York"	"36"	"2021"	"2021"	"Male"	"M"	367459
	"70-74 years"	"70-74"	"New York"	"36"	"2022"	"2022"	"Female"	"F"	465869
	"70-74 years"	"70-74"	"New York"	"36"	"2022"	"2022"	"Male"	"M"	366639
	"70-74 years"	"70-74"	"New York"	"36"	"2023"	"2023"	"Female"	"F"	466018
	"70-74 years"	"70-74"	"New York"	"36"	"2023"	"2023"	"Male"	"M"	368292
	"70-74 years"	"70-74"	"New York"	"36"	"2024"	"2024"	"Female"	"F"	468877
	"70-74 years"	"70-74"	"New York"	"36"	"2024"	"2024"	"Male"	"M"	373297
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2013"	"2013"	"Female"	"F"	167088
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2013"	"2013"	"Male"	"M"	137015
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2014"	"2014"	"Female"	"F"	174664
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2014"	"2014"	"Male"	"M"	143898
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2015"	"2015"	"Female"	"F"	181288
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2015"	"2015"	"Male"	"M"	149603
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2016"	"2016"	"Female"	"F"	188912
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2016"	"2016"	"Male"	"M"	156243
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	202330
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	167973
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	213229
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	177337
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	223252
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	185594
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2020"	"2020"	"Female"	"F"	234305
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2020"	"2020"	"Male"	"M"	194561
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2021"	"2021"	"Female"	"F"	243311
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2021"	"2021"	"Male"	"M"	201505
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2022"	"2022"	"Female"	"F"	246611
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2022"	"2022"	"Male"	"M"	204010
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2023"	"2023"	"Female"	"F"	250739
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2023"	"2023"	"Male"	"M"	207261
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2024"	"2024"	"Female"	"F"	256898
	"70-74 years"	"70-74"	"North Carolina"	"37"	"2024"	"2024"	"Male"	"M"	212682
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2013"	"2013"	"Female"	"F"	11500
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2013"	"2013"	"Male"	"M"	10222
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2014"	"2014"	"Female"	"F"	11877
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2014"	"2014"	"Male"	"M"	10696
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2015"	"2015"	"Female"	"F"	12245
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2015"	"2015"	"Male"	"M"	11117
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2016"	"2016"	"Female"	"F"	12722
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2016"	"2016"	"Male"	"M"	11487
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2017"	"2017"	"Female"	"F"	13484
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2017"	"2017"	"Male"	"M"	12260
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2018"	"2018"	"Female"	"F"	14129
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2018"	"2018"	"Male"	"M"	13011
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2019"	"2019"	"Female"	"F"	14751
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2019"	"2019"	"Male"	"M"	13714
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2020"	"2020"	"Female"	"F"	15537
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2020"	"2020"	"Male"	"M"	14613
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2021"	"2021"	"Female"	"F"	16302
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2021"	"2021"	"Male"	"M"	15477
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2022"	"2022"	"Female"	"F"	16855
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2022"	"2022"	"Male"	"M"	16205
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2023"	"2023"	"Female"	"F"	17493
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2023"	"2023"	"Male"	"M"	16763
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2024"	"2024"	"Female"	"F"	18199
	"70-74 years"	"70-74"	"North Dakota"	"38"	"2024"	"2024"	"Male"	"M"	17275
	"70-74 years"	"70-74"	"Ohio"	"39"	"2013"	"2013"	"Female"	"F"	217054
	"70-74 years"	"70-74"	"Ohio"	"39"	"2013"	"2013"	"Male"	"M"	172470
	"70-74 years"	"70-74"	"Ohio"	"39"	"2014"	"2014"	"Female"	"F"	221087
	"70-74 years"	"70-74"	"Ohio"	"39"	"2014"	"2014"	"Male"	"M"	176176
	"70-74 years"	"70-74"	"Ohio"	"39"	"2015"	"2015"	"Female"	"F"	223201
	"70-74 years"	"70-74"	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	178522
	"70-74 years"	"70-74"	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	227000
	"70-74 years"	"70-74"	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	182734
	"70-74 years"	"70-74"	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	241477
	"70-74 years"	"70-74"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	195746
	"70-74 years"	"70-74"	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	253029
	"70-74 years"	"70-74"	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	205807
	"70-74 years"	"70-74"	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	265589
	"70-74 years"	"70-74"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	216660
	"70-74 years"	"70-74"	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	280525
	"70-74 years"	"70-74"	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	229011
	"70-74 years"	"70-74"	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	292022
	"70-74 years"	"70-74"	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	237884
	"70-74 years"	"70-74"	"Ohio"	"39"	"2022"	"2022"	"Female"	"F"	292503
	"70-74 years"	"70-74"	"Ohio"	"39"	"2022"	"2022"	"Male"	"M"	238724
	"70-74 years"	"70-74"	"Ohio"	"39"	"2023"	"2023"	"Female"	"F"	294174
	"70-74 years"	"70-74"	"Ohio"	"39"	"2023"	"2023"	"Male"	"M"	240570
	"70-74 years"	"70-74"	"Ohio"	"39"	"2024"	"2024"	"Female"	"F"	298559
	"70-74 years"	"70-74"	"Ohio"	"39"	"2024"	"2024"	"Male"	"M"	244299
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	68176
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2013"	"2013"	"Male"	"M"	57113
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	70562
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	59292
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	72208
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	60731
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	74066
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	62134
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	78502
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	65793
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	81850
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	68451
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	84510
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	70710
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	87849
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	73502
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	90757
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	76044
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2022"	"2022"	"Female"	"F"	91255
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2022"	"2022"	"Male"	"M"	76675
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2023"	"2023"	"Female"	"F"	92577
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2023"	"2023"	"Male"	"M"	78009
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2024"	"2024"	"Female"	"F"	94706
	"70-74 years"	"70-74"	"Oklahoma"	"40"	"2024"	"2024"	"Male"	"M"	79998
	"70-74 years"	"70-74"	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	66502
	"70-74 years"	"70-74"	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"	58292
	"70-74 years"	"70-74"	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	70222
	"70-74 years"	"70-74"	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	61734
	"70-74 years"	"70-74"	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"	73473
	"70-74 years"	"70-74"	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	64477
	"70-74 years"	"70-74"	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	76998
	"70-74 years"	"70-74"	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	67689
	"70-74 years"	"70-74"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	83456
	"70-74 years"	"70-74"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	73668
	"70-74 years"	"70-74"	"Oregon"	"41"	"2018"	"2018"	"Female"	"F"	88566
	"70-74 years"	"70-74"	"Oregon"	"41"	"2018"	"2018"	"Male"	"M"	78557
	"70-74 years"	"70-74"	"Oregon"	"41"	"2019"	"2019"	"Female"	"F"	93400
	"70-74 years"	"70-74"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	83015
	"70-74 years"	"70-74"	"Oregon"	"41"	"2020"	"2020"	"Female"	"F"	99301
	"70-74 years"	"70-74"	"Oregon"	"41"	"2020"	"2020"	"Male"	"M"	88212
	"70-74 years"	"70-74"	"Oregon"	"41"	"2021"	"2021"	"Female"	"F"	104189
	"70-74 years"	"70-74"	"Oregon"	"41"	"2021"	"2021"	"Male"	"M"	92446
	"70-74 years"	"70-74"	"Oregon"	"41"	"2022"	"2022"	"Female"	"F"	106058
	"70-74 years"	"70-74"	"Oregon"	"41"	"2022"	"2022"	"Male"	"M"	94016
	"70-74 years"	"70-74"	"Oregon"	"41"	"2023"	"2023"	"Female"	"F"	108650
	"70-74 years"	"70-74"	"Oregon"	"41"	"2023"	"2023"	"Male"	"M"	95942
	"70-74 years"	"70-74"	"Oregon"	"41"	"2024"	"2024"	"Female"	"F"	111289
	"70-74 years"	"70-74"	"Oregon"	"41"	"2024"	"2024"	"Male"	"M"	97962
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2013"	"2013"	"Female"	"F"	254213
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2013"	"2013"	"Male"	"M"	205070
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2014"	"2014"	"Female"	"F"	262335
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2014"	"2014"	"Male"	"M"	211568
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2015"	"2015"	"Female"	"F"	267309
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2015"	"2015"	"Male"	"M"	216017
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2016"	"2016"	"Female"	"F"	273783
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2016"	"2016"	"Male"	"M"	222349
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2017"	"2017"	"Female"	"F"	291244
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	238563
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2018"	"2018"	"Female"	"F"	303591
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2018"	"2018"	"Male"	"M"	249785
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	315811
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	260837
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2020"	"2020"	"Female"	"F"	331635
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2020"	"2020"	"Male"	"M"	274372
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2021"	"2021"	"Female"	"F"	344297
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2021"	"2021"	"Male"	"M"	285157
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2022"	"2022"	"Female"	"F"	346097
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2022"	"2022"	"Male"	"M"	287468
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2023"	"2023"	"Female"	"F"	350160
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2023"	"2023"	"Male"	"M"	291589
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2024"	"2024"	"Female"	"F"	357834
	"70-74 years"	"70-74"	"Pennsylvania"	"42"	"2024"	"2024"	"Male"	"M"	298371
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2013"	"2013"	"Female"	"F"	19950
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	16130
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2014"	"2014"	"Female"	"F"	20782
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	16816
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2015"	"2015"	"Female"	"F"	21394
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2015"	"2015"	"Male"	"M"	17475
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	22172
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2016"	"2016"	"Male"	"M"	18332
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	23742
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	19782
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2018"	"2018"	"Female"	"F"	24705
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2018"	"2018"	"Male"	"M"	20655
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	25700
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	21643
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	26867
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2020"	"2020"	"Male"	"M"	22709
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	27779
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2021"	"2021"	"Male"	"M"	23365
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2022"	"2022"	"Female"	"F"	27960
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2022"	"2022"	"Male"	"M"	23354
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2023"	"2023"	"Female"	"F"	28388
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2023"	"2023"	"Male"	"M"	23616
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2024"	"2024"	"Female"	"F"	29177
	"70-74 years"	"70-74"	"Rhode Island"	"44"	"2024"	"2024"	"Male"	"M"	24072
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2013"	"2013"	"Female"	"F"	89787
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	74607
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	94171
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	78357
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2015"	"2015"	"Female"	"F"	98006
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	81509
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2016"	"2016"	"Female"	"F"	102264
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2016"	"2016"	"Male"	"M"	84828
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	109754
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	90786
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2018"	"2018"	"Female"	"F"	115871
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	95758
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	121553
	"70-74 years"	"70-74"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	100191
